Date,Amount,Description,Bank
17/02/2017,-32.4,"RETAIL PURCHASE WOLESLEY MGT PTY,IMO NSW 1502 AUD000000003240",BENDIGO
06/12/2015,-60.0,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 0512 AUD000000006000",BENDIGO
17/04/2016,39.9,"RETAIL PURCHASE RETURN UNIQLO, SYDNEY 1404 AUD000000003990",BENDIGO
03/04/2016,-14.99,"RETAIL PURCHASE-INTERNATIONAL ADOBE CREATIVE CL,800-833-6687 0204 AUD000000001499",BENDIGO
29/04/2017,-77.68,"RETAIL PURCHASE THE ACTIVE NETWORK,SURRY HILLS 2704 AUD000000007768",BENDIGO
19-09-2017,-71.93,JACQUELINE EVE 564 BURWOOD,ANZ
6/7/2017,-20.00,T2 - SYDNEY SYDNEY NS AUS Card xx8731 Value Date: 03/07/2017,CBA
18/08/2016,-31.3,"RETAIL PURCHASE-INTERNATIONAL SITE5.COM WEB HOS,888-748-3526 1608 USD000000002400",BENDIGO
16/02/2017,-20.0,"RETAIL PURCHASE ICC SYDNEY, SYDNEY 1402 AUD000000002000",BENDIGO
23/07/2016,-38.4,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2107 AUD000000003840",BENDIGO
25/01/2017,-69.94,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2301 AUD000000006994",BENDIGO
25/12/2015,-20.19,"RETAIL PURCHASE COOGEE BAY CELLARS, COOGEE 2312 AUD000000002019",BENDIGO
26/09/2017,-14.0,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 2409 AUD000000001400",BENDIGO
08/10/2017,1000.0,E-BANKING TRANSFER 0132269686 0034046540V501,BENDIGO
08-09-2017,-17.5,COLES 0791 ASHFIELD,ANZ
14/09/2016,-84.49,"RETAIL PURCHASE COLES 0839, BROADWAY 1309 AUD000000008449",BENDIGO
30/06/2017,-8.80,FEI CHEN SYDNEY NS AUS Card xx8731 Value Date: 27/06/2017,CBA
17/11/2016,-34.0,"RETAIL PURCHASE SUBLACUM PTY LTD, PYRMONT 1511 AUD000000003400",BENDIGO
03/09/2016,-2.0,"RETAIL PURCHASE IAN THORPE AC, ULTIMO 0109 AUD000000000200",BENDIGO
01/04/2017,-0.55,INTERNATIONAL TRANSACTION FEE,BENDIGO
25/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 23/08/2017,CBA
12/7/2017,-3.50,SUSHI HUB BROADWAY SYDNEY NS AUS Card xx8731 Value Date: 10/07/2017,CBA
31/08/2017,-3.50,TASTE BAGUETTE HURST HURSTVILLE NS AUS Card xx7113 Value Date: 26/08/2017,CBA
01/07/2017,-4.0,"RETAIL PURCHASE EASY CART, MASCOT 3006 AUD000000000400",BENDIGO
11/05/2017,-100.0,"RETAIL PURCHASE BROWN JERSEY BIKES, ULTIMO 0905 AUD000000010000",BENDIGO
19/08/2017,-21.27,"RETAIL PURCHASE-INTERNATIONAL AMAZON MKTPLACE PMT,AMAZON.COM 1808 AUD000000002127",BENDIGO
27/10/2015,-8.0,"RETAIL PURCHASE RANDWICK COUNCIL, RANDWICK 2510 AUD000000000800",BENDIGO
18-09-2017,-9.9,ASHFIELD BEST MEATS ASHFIELD,ANZ
27/07/2017,-33.08,"RETAIL PURCHASE ALDI STORES, BROADWAY 2407 AUD000000003308",BENDIGO
26/05/2016,-101.0,"RETAIL PURCHASE BWS LIQUOR 1636, GLEBE 2505 AUD000000010100",BENDIGO
19/09/2017,-62.17,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 16/09/2017,CBA
7/9/2017,-7.00,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 05/09/2017,CBA
15/02/2017,-24.0,"RETAIL PURCHASE SUSHI JONES, XANDRIA NSW 1302 AUD000000002400",BENDIGO
04/08/2017,-9.4,"RETAIL PURCHASE STOCK MKT KTCHN UNS,KENSINGTON 0208 AUD000000000940",BENDIGO
31/01/2017,-46.74,"RETAIL PURCHASE WOOLWORTHS 1905, BROADWAY 2801 AUD000000004674",BENDIGO
01/03/2017,350.0,E-BANKING TRANSFER 0119048760 Bday gifts 00314085111401,BENDIGO
10/07/2016,-46.17,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0807 AUD000000004617",BENDIGO
29-08-2017,-21.2,TAIMEI BUSINESS PTY ASHFIELD,ANZ
19/03/2017,-22.6,"RETAIL PURCHASE DELI ON WATERLOO, NARRABEEN 1703 AUD000000002260",BENDIGO
25/10/2016,-18.06,"RETAIL PURCHASE WWW.INGOGO, SYDNEY 2310 AUD000000001806",BENDIGO
15-09-2017,-72.88,ENERGYAUSTRALIA PTY LT MELBOURNE,ANZ
01/03/2016,-0.21,INTERNATIONAL TRANSACTION FEE,BENDIGO
08/08/2017,-17.9,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 0508 AUD000000001790",BENDIGO
23/11/2016,-59.98,"RETAIL PURCHASE YAN ZHOU, ULTIMO 1911 AUD000000005998",BENDIGO
30/04/2016,-25.0,"RETAIL PURCHASE RED BOTTLE CENT1,LANE COVE WES 2704 AUD000000002500",BENDIGO
24/08/2017,-16.00,Happy as Larry Sydney NS AUS Card xx7113 Value Date: 22/08/2017,CBA
16/05/2017,2108.0,CREDIT TRANSFER 0123408357 00247011616601,BENDIGO
17/09/2016,-161.34,"RETAIL PURCHASE BONDS BROADWAY, BROADWAY 1409 AUD000000016134",BENDIGO
08/03/2016,-139.0,"RETAIL PURCHASE Opera Bar, Sydney 0603 AUD000000013900",BENDIGO
22/12/2016,-0.55,INTERNATIONAL TRANSACTION FEE,BENDIGO
6/7/2017,-37.42,JUST JEANS 054 MIRANDA NS AUS Card xx8731 Value Date: 01/07/2017,CBA
24/11/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 2211 AUD000000004000",BENDIGO
18/01/2017,-121.0,"RETAIL PURCHASE ALL GENERAL WHIT,WETHERILL PAR 1701 AUD000000012100",BENDIGO
12/05/2016,-0.98,"RETAIL PURCHASE WOOLWORTHS 1716, HAYMARKET 1105 AUD000000000098",BENDIGO
16/09/2017,-33.6,"RETAIL PURCHASE BONDS BROADWAY, BROADWAY 1309 AUD000000003360",BENDIGO
28/02/2016,-72.0,"RETAIL PURCHASE GLEBE FAMILY MEDICAL, GLEBE 2602 AUD000000007200",BENDIGO
2/9/2017,-36.15,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 30/08/2017,CBA
11/02/2017,-21.0,"RETAIL PURCHASE KMART 1155, BROADWAY 1002 AUD000000002100",BENDIGO
02/03/2016,-62.0,"RETAIL PURCHASE POTTERY SUPPLIES,TON QLD 2902 AUD000000006200",BENDIGO
09/08/2016,-19.0,"RETAIL PURCHASE KMART 1155, BROADWAY 0808 AUD000000001900",BENDIGO
28/10/2015,150.0,E-BANKING TRANSFER 0094407231 00247011611301,BENDIGO
18/11/2015,-8.49,"RETAIL PURCHASE WOOLWORTHS 1716, HAYMARKET 1611 AUD000000000849",BENDIGO
28/11/2015,-18.54,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2711 USD000000001336",BENDIGO
10/6/2017,-6.40,CHRISTOPHERS CAKE SH MIRANDA  AUS Card xx8731 Value Date: 09/06/2017,CBA
30/08/2016,-5.19,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2908 USD000000000395",BENDIGO
03/07/2016,-9.0,"RETAIL PURCHASE KMART 1155, BROADWAY 0207 AUD000000000900",BENDIGO
03/03/2016,-3.0,"RETAIL PURCHASE COLES, BROADWAY 0203 AUD000000000300",BENDIGO
07/01/2017,-88.25,"RETAIL PURCHASE COLES 0839, BROADWAY 0601 AUD000000008825",BENDIGO
25/10/2016,-12.0,"RETAIL PURCHASE NACHIS CATERING, ULTIMO 2310 AUD000000001200",BENDIGO
22/06/2016,-56.0,"RETAIL PURCHASE MORRIS SYDNEY, DINGTON NSW 2006 AUD000000005600",BENDIGO
03/11/2015,-2.12,INTERNATIONAL TRANSACTION FEE,BENDIGO
26/05/2017,-3.60,EGGS & BACON HOLDINQPS PYRMONT  AUS Card xx7113 Value Date: 25/05/2017,CBA
04/12/2015,-107.0,"RETAIL PURCHASE THE SYDNEY AQUARIUM CO, SYDNEY 0312 AUD000000010700",BENDIGO
20/08/2016,-15.79,"RETAIL PURCHASE UBER AU AUG20 JSNG4, SYDNEY 1908 AUD000000001579",BENDIGO
27/09/2017,-4.3,"RETAIL PURCHASE GRADUEAT, KENSINGTON 2509 AUD000000000430",BENDIGO
29/08/2017,-70.8,"RETAIL PURCHASE ALH GROUP 8570 HARLEQU,PYRMONT 2508 AUD000000007080",BENDIGO
03/01/2016,-2.07,INTERNATIONAL TRANSACTION FEE,BENDIGO
13/11/2015,-11.0,"RETAIL PURCHASE RAG LAND CAFE, WATERLOO 1111 AUD000000001100",BENDIGO
24/07/2016,-13.9,"RETAIL PURCHASE POST UNIVERSITY OF, KENSINGTON 2207 AUD000000001390",BENDIGO
20/08/2017,-3.23,"RETAIL PURCHASE PARKING WILLOUGHBY C,CHATSWOOD 1908 AUD000000000323",BENDIGO
03/11/2016,-402.45,"RETAIL PURCHASE-INTERNATIONAL VIAGOGO EVENT TICKETS, Geneva 0211 AUD000000040245",BENDIGO
21/05/2017,-61.49,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 1905 AUD000000006149",BENDIGO
30/08/2016,-2.56,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2708 USD000000000195",BENDIGO
20/09/2017,-150.0,"RETAIL PURCHASE POWERSHOP AUSTRALIA, MELBOURNE 1809 AUD000000015000",BENDIGO
08/05/2016,-28.93,"RETAIL PURCHASE THE AUSTRALIAN YOUTH H, GLEBE 0505 AUD000000002893",BENDIGO
02/03/2016,-14.99,"RETAIL PURCHASE COLES, RANDWICK 2902 AUD000000001499",BENDIGO
30/09/2017,-10.0,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 2909 AUD000000001000",BENDIGO
11/04/2017,-27.0,"RETAIL PURCHASE EMIRATES LEISURE RETAI, MASCOT 0704 AUD000000002700",BENDIGO
30/04/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 2804 AUD000000008750",BENDIGO
25/02/2016,-247.64,"RETAIL PURCHASE EZIDEBIT CHILDCARE, NEWSTEAD 2402 AUD000000024764",BENDIGO
29/06/2017,-13.99,PLINE PH SUTHERLAND SUTHERLAND  AUS Card xx7113 Value Date: 24/06/2017,CBA
22-09-2017,-6.1,HJ CIRCULAR QUAY CIRCULAR QUAY,ANZ
1/6/2017,-9.96,HJ VICTORY PTY LTD QPS SYLVANIA  AUS Card xx8731 Value Date: 31/05/2017,CBA
30/11/2016,-444.0,"RETAIL PURCHASE STICKY TICKETS, CROWS NEST 2911 AUD000000044400",BENDIGO
25/10/2016,-10.0,"RETAIL PURCHASE CIRQUE DU SOLEIL A1,MOORE PARK 2310 AUD000000001000",BENDIGO
15/09/2017,-24.22,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 13/09/2017,CBA
31/08/2017,-500.00,DEFT RENT            NetBank BPAY 4481 26169508 1 9 gray week rent,CBA
22/10/2016,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 2010 AUD000000008750",BENDIGO
05/11/2016,-21.89,"RETAIL PURCHASE COLES 0839, BROADWAY 0411 AUD000000002189",BENDIGO
01/12/2016,-56.7,"RETAIL PURCHASE LIME APPLE 1327753, ALEXANDRIA 3011 AUD000000005670",BENDIGO
27/07/2017,-250.0,"RETAIL PURCHASE SWANN INSURANCE AUST,MELBOURNE 2507 AUD000000025000",BENDIGO
28/06/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 26/06/2017,CBA
20/12/2015,-18.62,"RETAIL PURCHASE CALTEX CROWS NEST Q,CROWS NEST 1812 AUD000000001862",BENDIGO
15/11/2016,-4.04,"RETAIL PURCHASE COOGEE BITE, COOGEE 1311 AUD000000000404",BENDIGO
07-09-2017,-3165.42,AIRASIA X ON5IGD PAYPAL COM,ANZ
03/10/2017,-59.99,"RETAIL PURCHASE TPG Internet PTY LT,North Ryde 3009 AUD000000005999",BENDIGO
02/09/2016,-0.2,INTERNATIONAL TRANSACTION FEE,BENDIGO
13/10/2017,-3.5,"RETAIL PURCHASE Exchange Cafe, Randwick 1210 AUD000000000350",BENDIGO
09/08/2016,-46.25,"RETAIL PURCHASE COLES 0839, BROADWAY 0808 AUD000000004625",BENDIGO
23/06/2017,-50.00,TRANSPORT FOR NSW SYDNEY  AUS Card xx7113 Value Date: 21/06/2017,CBA
12/8/2017,-7.84,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 09/08/2017,CBA
28-08-2017,-14.93,BUNNINGS 595000 ASHFIELD,ANZ
07/04/2017,-6.62,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 0604 AUD000000000662",BENDIGO
13/06/2017,-6.80,CHRISTOPHERS CAKE SH MIRANDA  AUS Card xx7113 Value Date: 10/06/2017,CBA
09/06/2016,-6.5,"RETAIL PURCHASE UNIVERSITY OF NSW, KENSINGTON 0806 AUD000000000650",BENDIGO
03/02/2016,-2.12,INTERNATIONAL TRANSACTION FEE,BENDIGO
19/12/2015,-0.18,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *GooglePa,GOOGLE.COM/CH 1712 AUD000000000018",BENDIGO
07/01/2017,-72.61,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 0601 AUD000000007261",BENDIGO
28/10/2015,-0.04,INTERNATIONAL TRANSACTION FEE,BENDIGO
20/04/2017,-19.98,"RETAIL PURCHASE Kidstuff - Randwick, Randwick 1904 AUD000000001998",BENDIGO
02/06/2016,-13.83,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 0106 USD000000000999",BENDIGO
17/12/2016,-5.09,INTERNATIONAL TRANSACTION FEE,BENDIGO
26/10/2016,-61.44,"RETAIL PURCHASE THE SOURCE BULK FOODS, GLEBE 2410 AUD000000006144",BENDIGO
03/06/2016,-26.07,"RETAIL PURCHASE COLES, BROADWAY 0206 AUD000000002607",BENDIGO
19/09/2017,-5.20,CTX SYLVANIA HEIGHTS SYLVANIA  AUS Card xx8731 Value Date: 15/09/2017,CBA
31/01/2017,-4.0,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 3001 AUD000000000400",BENDIGO
10/01/2017,-47.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0801 AUD000000004790",BENDIGO
29/06/2016,-5.0,"RETAIL PURCHASE-INTERNATIONAL FSPRG.COM BEAMERAPP, COVENTRY 2506 AUD000000000500",BENDIGO
25/08/2016,-18.48,"RETAIL PURCHASE HFM BROADWAY QPS, BROADWAY 2308 AUD000000001848",BENDIGO
01/03/2016,-152.3,"RETAIL PURCHASE SPOTLIGHT 030, DRUMMOYNE 2702 AUD000000015230",BENDIGO
21/06/2017,28.00,Transfer from KARUNA BHETWAL CommBank app nepal,CBA
29/08/2017,-16.75,"RETAIL PURCHASE CALTEX RANDWICK, RANDWICK 2608 AUD000000001675",BENDIGO
14/09/2016,-44.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 1009 AUD000000004490",BENDIGO
02/03/2016,-86.28,"RETAIL PURCHASE FUZES PHARMACY, GLEBE 2602 AUD000000008628",BENDIGO
11/10/2016,-44.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0810 AUD000000004490",BENDIGO
26/10/2016,-9.0,"RETAIL PURCHASE WOLESLEY MGT PTY,IMO NSW 2210 AUD000000000900",BENDIGO
14/06/2017,-40.00,TRANSPORT FOR NSW        SYDNEY       AU,CBA
23/11/2016,-7.4,"RETAIL PURCHASE WOLESLEY MGT PTY,IMO NSW 2011 AUD000000000740",BENDIGO
03/09/2017,-28.55,"RETAIL PURCHASE COLES 0839, BROADWAY 0209 AUD000000002855",BENDIGO
04/05/2016,-16.0,"RETAIL PURCHASE KMART, BROADWAY 0305 AUD000000001600",BENDIGO
22/12/2015,624.15,PAYMENT - CHEQUE(S) #Chq:1,BENDIGO
14/04/2017,-0.4,INTERNATIONAL TRANSACTION FEE,BENDIGO
22/12/2015,-57.7,"RETAIL PURCHASE Chat Thai Randwick, Randwick 2112 AUD000000005770",BENDIGO
02/03/2016,-12.99,"RETAIL PURCHASE-INTERNATIONAL DROPBOX*8M6HMYLSC,415-986-7057 2902 AUD000000001299",BENDIGO
27/09/2017,-0.80,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 25/09/2017,CBA
26/01/2017,-62.85,"RETAIL PURCHASE CLOSE MOTORCYCLES 2, REDFERN 2501 AUD000000006285",BENDIGO
19/09/2017,-9.97,UBER   *TRIP 6VFP2 SYDNEY NS AUS Card xx8731 Value Date: 15/09/2017,CBA
31/03/2017,-31.0,"RETAIL PURCHASE THE GARDENS TRADING, SYDNEY 3003 AUD000000003100",BENDIGO
08/09/2016,-30.0,"RETAIL PURCHASE SEAFOLLY DFO ALEXAN,ALEXANDRIA 0709 AUD000000003000",BENDIGO
22/01/2017,-48.38,"RETAIL PURCHASE HAWKESBURY CITY COUN, WINDSOR 2001 AUD000000004838",BENDIGO
11/03/2017,-22.0,"RETAIL PURCHASE ADAMOS PASTA, ROSEBERY 0903 AUD000000002200",BENDIGO
13/06/2017,-29.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 1006 AUD000000002990",BENDIGO
20/11/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
23/05/2017,-44.0,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 2205 AUD000000004400",BENDIGO
29/04/2017,-44.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 2804 AUD000000004490",BENDIGO
26/08/2017,-4.00,LOT 1 SYDNEY SYDNEY NS AUS Card xx7113 Value Date: 23/08/2017,CBA
26/05/2016,1100.0,CREDIT TRANSFER 0104269422 00247011616601,BENDIGO
16/06/2017,-11.99,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 1506 AUD000000001199",BENDIGO
25/07/2017,-79.99,"Direct Debit 119218 VODAFONE T3,C6EC8,16",CBA
29/08/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 28/08/2017,CBA
15/10/2015,-165.08,"RETAIL PURCHASE-INTERNATIONAL URBAN ASSOCIATES, Karachi 1210 PKR000001250000",BENDIGO
03/01/2016,-4.5,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 0101 AUD000000000450",BENDIGO
25/01/2017,-12.4,"RETAIL PURCHASE ULTIMO MINIMARKET QPS, ULTIMO 2401 AUD000000001240",BENDIGO
22/06/2017,-9.9,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 1906 AUD000000000990",BENDIGO
30/07/2017,-11.4,"RETAIL PURCHASE THE HOYTS CORPORATIO, BROADWAY 2707 AUD000000001140",BENDIGO
17/01/2017,-4.39,"RETAIL PURCHASE ZEBRA LOUNGE, PYRMONT 1501 AUD000000000439",BENDIGO
21/06/2017,-30.50,GANA ENTERPRISES AUS HOMEBUSH NS AUS Card xx8731 Value Date: 18/06/2017,CBA
29/08/2017,-20.5,"RETAIL PURCHASE SPOTLESS FACILITY SE, MOSMAN 2608 AUD000000002050",BENDIGO
16/03/2016,-17.95,"RETAIL PURCHASE KRISPY KREME, EAGLE FARM 1303 AUD000000001795",BENDIGO
06-09-2017,-3.0,WOOLWORTHS 1248 SYDNEY,ANZ
03/05/2017,-47.1,"RETAIL PURCHASE ALDI STORES, BROADWAY 2804 AUD000000004710",BENDIGO
08/04/2017,-9.99,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 0604 AUD000000000999",BENDIGO
26/01/2016,-206.66,"RETAIL PURCHASE COLES 0839, BROADWAY 2401 AUD000000020666",BENDIGO
03/07/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
4/8/2017,-6.53,WOOLWORTHS 1620 SYDNEY  AUS Card xx7113 Value Date: 03/08/2017,CBA
05/04/2017,-157.65,"RETAIL PURCHASE POWERSHOP AUSTRALIA, MELBOURNE 0204 AUD000000015765",BENDIGO
23/08/2017,-30.0,"RETAIL PURCHASE CLEAN EXPRESS LAUNDE, ULTIMO 1908 AUD000000003000",BENDIGO
15/10/2016,-65.6,"RETAIL PURCHASE COLES 0839, BROADWAY 1410 AUD000000006560",BENDIGO
29/07/2017,-58.8,"RETAIL PURCHASE COLES 0839, BROADWAY 2807 AUD000000005880",BENDIGO
2/9/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 31/08/2017,CBA
21/06/2016,-44.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 1806 AUD000000004490",BENDIGO
05/09/2017,-19.33,"RETAIL PURCHASE Exchange Cafe, Randwick 0409 AUD000000001933",BENDIGO
14/04/2016,-43.5,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 1304 AUD000000004350",BENDIGO
11/02/2016,-30.35,"RETAIL PURCHASE UBER AUSTRALIA P,SAN FRANCISCO 0902 AUD000000003035",BENDIGO
21/06/2017,-7.3,"RETAIL PURCHASE UNICAFE, KENSINGTON 1906 AUD000000000730",BENDIGO
11/10/2017,-20.0,"RETAIL PURCHASE GROUP TOGETHER, SYDNEY 0910 AUD000000002000",BENDIGO
17/03/2017,-4.0,"RETAIL PURCHASE THE GARDENS TRADING, SYDNEY 1603 AUD000000000400",BENDIGO
11/08/2016,-0.2,INTERNATIONAL TRANSACTION FEE,BENDIGO
12/04/2016,-15.95,"RETAIL PURCHASE-INTERNATIONAL SITE5.COM WEB HOS,888-748-3526 1104 USD000000001200",BENDIGO
11/10/2017,-32.6,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 0810 AUD000000003260",BENDIGO
19/10/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
15/12/2015,-88.26,"RETAIL PURCHASE ALDI 51, TUGGERAH 1212 AUD000000008826",BENDIGO
25/07/2017,-18.9,"RETAIL PURCHASE LAKEMBA HOTEL OPERAT, LAKEMBA 2107 AUD000000001890",BENDIGO
08/08/2017,-25.0,"RETAIL PURCHASE PUB LIFE KITCHEN, ULTIMO 0508 AUD000000002500",BENDIGO
19/07/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
23/05/2017,-10.73,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 20/05/2017,CBA
21/06/2017,-14.0,"RETAIL PURCHASE Coogee Ground, Coogee 2006 AUD000000001400",BENDIGO
27/09/2017,-4.00,SOUTHGATE GROUP AUSTRA SYDNEY  AUS Card xx7113 Value Date: 26/09/2017,CBA
6/7/2017,-7.00,OPORTO MIRANDA MIRANDA  AUS Card xx7113 Value Date: 01/07/2017,CBA
29/09/2016,-24.0,"RETAIL PURCHASE AIRPORT RETAIL ENTEQPS, MASCOT 2609 AUD000000002400",BENDIGO
19/11/2015,-10.0,"RETAIL PURCHASE AMAYSIM AUSTRALIA PT, SYDNEY 1711 AUD000000001000",BENDIGO
09/07/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 0707 AUD000000008750",BENDIGO
01/04/2017,-268.0,"RETAIL PURCHASE BREVILLE PTY LTD, ULTIMO 3103 AUD000000026800",BENDIGO
02/04/2016,-4.0,"RETAIL PURCHASE EASY CART, MASCOT 3103 AUD000000000400",BENDIGO
07/02/2017,-10.0,"RETAIL PURCHASE UBER AU FEB04 UH2ZU, SYDNEY 0402 AUD000000001000",BENDIGO
18/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 16/08/2017,CBA
04/04/2017,-39.0,"RETAIL PURCHASE JB HI FI BROADWAY, BROADWAY 3103 AUD000000003900",BENDIGO
02/12/2016,-472.0,"RETAIL PURCHASE-INTERNATIONAL DUBAI DUTY FREE, DUBAI 3011 AUD000000047200",BENDIGO
28/03/2017,600.0,E-BANKING TRANSFER 0120586576 00247011611301,BENDIGO
02/11/2016,-10.2,"RETAIL PURCHASE CGH ENTERPRISES PTY LT, SYDNEY 3110 AUD000000001020",BENDIGO
10/6/2017,-45.00,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 08/06/2017,CBA
27/07/2016,2070.0,CREDIT TRANSFER 0107391602 00247011616601,BENDIGO
01/06/2016,-87.5,"RETAIL PURCHASE YMCA ITAC, PARRAMATTA 3005 AUD000000008750",BENDIGO
08/10/2016,-0.24,INTERNATIONAL TRANSACTION FEE,BENDIGO
22/02/2017,-67.47,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2002 AUD000000006747",BENDIGO
21/05/2016,-44.9,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 2005 AUD000000004490",BENDIGO
26/09/2017,-3.95,PHARMACY DEPOT HURSQPS HURSTVILLE  AUS Card xx7113 Value Date: 23/09/2017,CBA
28/04/2017,-37.0,"RETAIL PURCHASE Soul Burger, Randwick 2704 AUD000000003700",BENDIGO
13/03/2016,-8.5,"RETAIL PURCHASE GUZMAN Y GOMEZ 1,SOUTH BRISBAN 1103 AUD000000000850",BENDIGO
27/06/2017,-19.65,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 2606 AUD000000001965",BENDIGO
13/04/2016,-19.99,"RETAIL PURCHASE REBEL BROADWAY, BROADWAY 1104 AUD000000001999",BENDIGO
03/09/2016,-15.79,"RETAIL PURCHASE WOOLWORTHS 1716, HAYMARKET 0109 AUD000000001579",BENDIGO
17/10/2015,-1.38,INTERNATIONAL TRANSACTION FEE,BENDIGO
08/11/2016,-115.46,"RETAIL PURCHASE Kazbah DarlingHarbour, Sydney 0711 AUD000000011546",BENDIGO
19/01/2016,-7.0,"RETAIL PURCHASE RANDWICK COUNCIL, RANDWICK 1701 AUD000000000700",BENDIGO
20/07/2017,-36.00,SALAAM NAMASTE MIXED KOGARAH NS AUS Card xx8731 Value Date: 17/07/2017,CBA
23/08/2017,-11.0,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 2008 AUD000000001100",BENDIGO
18/03/2017,-100.0,"RETAIL PURCHASE BIG 4 SYDNEY LAKESID,NARRABEEN 1703 AUD000000010000",BENDIGO
21/01/2017,-60.0,"RETAIL PURCHASE STACKS TAVERNA, SYDNEY 1801 AUD000000006000",BENDIGO
23-08-2017,-5.5,CHOCOLAT AT THE QUAY SYDNEY,ANZ
30/08/2016,-5.19,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2908 USD000000000395",BENDIGO
08/04/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 0604 AUD000000004000",BENDIGO
07/05/2017,-1.29,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Noodleca,g.co/payhelp# 0605 AUD000000000129",BENDIGO
15/10/2016,-0.36,INTERNATIONAL TRANSACTION FEE,BENDIGO
21/05/2017,-6.0,"RETAIL PURCHASE 0ULTIMO PS 3305, ULTIMO 1905 AUD000000000600",BENDIGO
14/10/2017,-14.7,"RETAIL PURCHASE Coogee Ground, Coogee 1310 AUD000000001470",BENDIGO
07/09/2016,-24.39,"RETAIL PURCHASE BLACKHEATH FRIENDLY,BLACKHEATH 0309 AUD000000002439",BENDIGO
19/02/2016,-2.81,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google S,GOOGLE.COM/CH 1802 USD000000000199",BENDIGO
